SUBDIVISION,YEAR,QUARTER,TERRAIN,PREDICTED_PRECIPITATION
KERALA,2028,Jun-Sep,Coastal,1087.9776611328125
KERALA,2028,Mar-May,Coastal,152.86251831054688
KERALA,2028,Oct-Dec,Coastal,190.0693359375
MADHYA MAHARASHTRA,2028,Jan-Feb,Plain-land,7.335104942321777
MADHYA MAHARASHTRA,2028,Jun-Sep,Plain-land,644.3588256835938
MADHYA MAHARASHTRA,2028,Mar-May,Plain-land,51.85064697265625
MADHYA MAHARASHTRA,2028,Oct-Dec,Plain-land,38.175209045410156
NAGA MANI MIZO TRIPURA,2028,Jan-Feb,Hilly,59.40418243408203
NAGA MANI MIZO TRIPURA,2028,Jun-Sep,Hilly,783.6427612304688
NAGA MANI MIZO TRIPURA,2028,Mar-May,Hilly,205.87603759765625
NAGA MANI MIZO TRIPURA,2028,Oct-Dec,Hilly,101.5958251953125
NORTH INTERIOR KARNATAKA,2028,Jan-Feb,Coastal,14.692658424377441
NORTH INTERIOR KARNATAKA,2028,Jun-Sep,Coastal,964.6494140625
NORTH INTERIOR KARNATAKA,2028,Mar-May,Coastal,158.17718505859375
NORTH INTERIOR KARNATAKA,2028,Oct-Dec,Coastal,172.91786193847656
ORISSA,2028,Jan-Feb,Coastal,15.115999221801758
ORISSA,2028,Jun-Sep,Coastal,932.3264770507812
ORISSA,2028,Mar-May,Coastal,155.63034057617188
ORISSA,2028,Oct-Dec,Coastal,167.74673461914062
PUNJAB,2028,Jan-Feb,Plain-land,8.481213569641113
PUNJAB,2028,Jun-Sep,Plain-land,607.3790283203125
PUNJAB,2028,Mar-May,Plain-land,37.933616638183594
PUNJAB,2028,Oct-Dec,Plain-land,51.623863220214844
SOUTH INTERIOR KARNATAKA,2028,Jan-Feb,Coastal,13.885482788085938
SOUTH INTERIOR KARNATAKA,2028,Jun-Sep,Coastal,884.2327880859375
SOUTH INTERIOR KARNATAKA,2028,Mar-May,Coastal,147.7725830078125
SOUTH INTERIOR KARNATAKA,2028,Oct-Dec,Coastal,158.7596435546875
SUB HIMALAYAN WEST BENGAL & SIKKIM,2028,Jan-Feb,Hilly,53.056556701660156
SUB HIMALAYAN WEST BENGAL & SIKKIM,2028,Jun-Sep,Hilly,732.7879638671875
SUB HIMALAYAN WEST BENGAL & SIKKIM,2028,Mar-May,Hilly,185.72096252441406
SUB HIMALAYAN WEST BENGAL & SIKKIM,2028,Oct-Dec,Hilly,117.64859771728516
TAMIL NADU,2028,Jan-Feb,Hilly/coastal,48.44812774658203
TAMIL NADU,2028,Jun-Sep,Hilly/coastal,688.69189453125
TAMIL NADU,2028,Mar-May,Hilly/coastal,142.41970825195312
TAMIL NADU,2028,Oct-Dec,Hilly/coastal,135.1868896484375
TELANGANA,2028,Jan-Feb,Hilly/plain,40.656402587890625
TELANGANA,2028,Jun-Sep,Hilly/plain,645.1109619140625
TELANGANA,2028,Mar-May,Hilly/plain,99.94635009765625
TELANGANA,2028,Oct-Dec,Hilly/plain,119.89971923828125
UTTARAKHAND,2028,Jan-Feb,Hilly,50.69520568847656
UTTARAKHAND,2028,Jun-Sep,Hilly,694.7313232421875
UTTARAKHAND,2028,Mar-May,Hilly,170.18756103515625
UTTARAKHAND,2028,Oct-Dec,Hilly,131.2957763671875
WEST MADHYA PRADESH,2028,Jan-Feb,Plain-land,11.46084976196289
WEST MADHYA PRADESH,2028,Jun-Sep,Plain-land,559.3020629882812
WEST MADHYA PRADESH,2028,Mar-May,Plain-land,37.242698669433594
WEST MADHYA PRADESH,2028,Oct-Dec,Plain-land,80.20423126220703
WEST RAJASTHAN,2028,Jan-Feb,Desert,15.53950023651123
WEST RAJASTHAN,2028,Jun-Sep,Desert,744.009033203125
WEST RAJASTHAN,2028,Mar-May,Desert,138.09548950195312
WEST RAJASTHAN,2028,Oct-Dec,Desert,119.27571105957031
WEST UTTAR PRADESH,2028,Jan-Feb,Hilly,50.31118392944336
WEST UTTAR PRADESH,2028,Jun-Sep,Hilly,660.533447265625
WEST UTTAR PRADESH,2028,Mar-May,Hilly,160.16700744628906
WEST UTTAR PRADESH,2028,Oct-Dec,Hilly,146.86239624023438
ANDAMAN & NICOBAR ISLANDS,2029,Jan-Feb,Island,101.16783905029297
ANDAMAN & NICOBAR ISLANDS,2029,Jun-Sep,Island,1200.2064208984375
ANDAMAN & NICOBAR ISLANDS,2029,Mar-May,Island,435.9298400878906
ANDAMAN & NICOBAR ISLANDS,2029,Oct-Dec,Island,340.4855041503906
ARUNACHAL PRADESH,2029,Jan-Feb,Hilly,112.50611877441406
ARUNACHAL PRADESH,2029,Jun-Sep,Hilly,1365.7930908203125
ARUNACHAL PRADESH,2029,Mar-May,Hilly,432.4306640625
ARUNACHAL PRADESH,2029,Oct-Dec,Hilly,278.58544921875
ASSAM & MEGHALAYA,2029,Jan-Feb,Hilly,78.96187591552734
ASSAM & MEGHALAYA,2029,Jun-Sep,Hilly,1318.8900146484375
ASSAM & MEGHALAYA,2029,Mar-May,Hilly,393.9789733886719
ASSAM & MEGHALAYA,2029,Oct-Dec,Hilly,234.60792541503906
BIHAR,2029,Jan-Feb,Plain-land,14.844985008239746
BIHAR,2029,Jun-Sep,Plain-land,997.1962280273438
BIHAR,2029,Mar-May,Plain-land,245.97564697265625
BIHAR,2029,Oct-Dec,Plain-land,185.27584838867188
CHHATTISGARH,2029,Jan-Feb,Hilly,43.235633850097656
CHHATTISGARH,2029,Jun-Sep,Hilly,1225.1024169921875
CHHATTISGARH,2029,Mar-May,Hilly,317.8841857910156
CHHATTISGARH,2029,Oct-Dec,Hilly,150.15283203125
COASTAL ANDHRA PRADESH,2029,Jan-Feb,Coastal,21.039663314819336
COASTAL ANDHRA PRADESH,2029,Jun-Sep,Coastal,1598.02197265625
COASTAL ANDHRA PRADESH,2029,Mar-May,Coastal,216.1829376220703
COASTAL ANDHRA PRADESH,2029,Oct-Dec,Coastal,264.6473693847656
COASTAL KARNATAKA,2029,Jan-Feb,Coastal,13.690619468688965
COASTAL KARNATAKA,2029,Jun-Sep,Coastal,1552.728271484375
COASTAL KARNATAKA,2029,Mar-May,Coastal,189.7158203125
COASTAL KARNATAKA,2029,Oct-Dec,Coastal,244.27175903320312
EAST MADHYA PRADESH,2029,Jan-Feb,Everything,28.226633071899414
EAST MADHYA PRADESH,2029,Jun-Sep,Everything,1224.0556640625
EAST MADHYA PRADESH,2029,Mar-May,Everything,175.06674194335938
EAST MADHYA PRADESH,2029,Oct-Dec,Everything,80.24335479736328
EAST RAJASTHAN,2029,Jan-Feb,Desert,9.961716651916504
EAST RAJASTHAN,2029,Jun-Sep,Desert,1320.053955078125
EAST RAJASTHAN,2029,Mar-May,Desert,140.73269653320312
EAST RAJASTHAN,2029,Oct-Dec,Desert,125.80482482910156
EAST UTTAR PRADESH,2029,Jan-Feb,Rugged,0.21561028063297272
EAST UTTAR PRADESH,2029,Jun-Sep,Rugged,722.2125244140625
EAST UTTAR PRADESH,2029,Mar-May,Rugged,48.529998779296875
EAST UTTAR PRADESH,2029,Oct-Dec,Rugged,28.463350296020508
GANGETIC WEST BENGAL,2029,Jan-Feb,Coastal-plateau,8.254070281982422
GANGETIC WEST BENGAL,2029,Jun-Sep,Coastal-plateau,1299.8253173828125
GANGETIC WEST BENGAL,2029,Mar-May,Coastal-plateau,131.627685546875
GANGETIC WEST BENGAL,2029,Oct-Dec,Coastal-plateau,158.83135986328125
GUJARAT REGION,2029,Jan-Feb,Desert/marsh,28.94984245300293
GUJARAT REGION,2029,Jun-Sep,Desert/marsh,1117.6455078125
GUJARAT REGION,2029,Mar-May,Desert/marsh,139.39727783203125
GUJARAT REGION,2029,Oct-Dec,Desert/marsh,96.8620376586914
HARYANA DELHI & CHANDIGARH,2029,Jan-Feb,Plain-land,1.6624904870986938
HARYANA DELHI & CHANDIGARH,2029,Jun-Sep,Plain-land,703.0384521484375
HARYANA DELHI & CHANDIGARH,2029,Mar-May,Plain-land,64.2048568725586
HARYANA DELHI & CHANDIGARH,2029,Oct-Dec,Plain-land,38.31187438964844
HIMACHAL PRADESH,2029,Jan-Feb,Hilly,64.71092224121094
HIMACHAL PRADESH,2029,Jun-Sep,Hilly,860.01904296875
HIMACHAL PRADESH,2029,Mar-May,Hilly,210.58712768554688
HIMACHAL PRADESH,2029,Oct-Dec,Hilly,96.7335205078125
JAMMU & KASHMIR,2029,Jan-Feb,Hilly,64.33009338378906
JAMMU & KASHMIR,2029,Jun-Sep,Hilly,834.7725830078125
JAMMU & KASHMIR,2029,Mar-May,Hilly,209.58734130859375
JAMMU & KASHMIR,2029,Oct-Dec,Hilly,99.64604949951172
JHARKHAND,2029,Jan-Feb,Forest,54.54949951171875
JHARKHAND,2029,Jun-Sep,Forest,857.77685546875
JHARKHAND,2029,Mar-May,Forest,189.4395751953125
JHARKHAND,2029,Oct-Dec,Forest,103.88690948486328
KERALA,2029,Jan-Feb,Coastal,15.613171577453613
KERALA,2029,Jun-Sep,Coastal,1085.926513671875
KERALA,2029,Mar-May,Coastal,154.1751251220703
KERALA,2029,Oct-Dec,Coastal,190.92367553710938
MADHYA MAHARASHTRA,2029,Jan-Feb,Plain-land,7.554528713226318
MADHYA MAHARASHTRA,2029,Jun-Sep,Plain-land,643.4744873046875
MADHYA MAHARASHTRA,2029,Mar-May,Plain-land,53.186824798583984
MADHYA MAHARASHTRA,2029,Oct-Dec,Plain-land,38.79065704345703
NAGA MANI MIZO TRIPURA,2029,Jan-Feb,Hilly,59.60905838012695
NAGA MANI MIZO TRIPURA,2029,Jun-Sep,Hilly,782.674072265625
NAGA MANI MIZO TRIPURA,2029,Mar-May,Hilly,206.6852264404297
NAGA MANI MIZO TRIPURA,2029,Oct-Dec,Hilly,102.55670166015625
NORTH INTERIOR KARNATAKA,2029,Jan-Feb,Coastal,15.041037559509277
NORTH INTERIOR KARNATAKA,2029,Jun-Sep,Coastal,963.0877685546875
NORTH INTERIOR KARNATAKA,2029,Mar-May,Coastal,159.53787231445312
NORTH INTERIOR KARNATAKA,2029,Oct-Dec,Coastal,174.028564453125
ORISSA,2029,Jan-Feb,Coastal,15.393488883972168
ORISSA,2029,Jun-Sep,Coastal,930.703857421875
ORISSA,2029,Mar-May,Coastal,156.97869873046875
ORISSA,2029,Oct-Dec,Coastal,168.86253356933594
PUNJAB,2029,Jan-Feb,Plain-land,8.861220359802246
PUNJAB,2029,Jun-Sep,Plain-land,606.31591796875
PUNJAB,2029,Mar-May,Plain-land,39.163352966308594
PUNJAB,2029,Oct-Dec,Plain-land,52.11084747314453
SOUTH INTERIOR KARNATAKA,2029,Jan-Feb,Coastal,14.1246337890625
SOUTH INTERIOR KARNATAKA,2029,Jun-Sep,Coastal,882.57861328125
SOUTH INTERIOR KARNATAKA,2029,Mar-May,Coastal,148.86312866210938
SOUTH INTERIOR KARNATAKA,2029,Oct-Dec,Coastal,159.73788452148438
SUB HIMALAYAN WEST BENGAL & SIKKIM,2029,Jan-Feb,Hilly,53.29582595825195
SUB HIMALAYAN WEST BENGAL & SIKKIM,2029,Jun-Sep,Hilly,731.2673950195312
SUB HIMALAYAN WEST BENGAL & SIKKIM,2029,Mar-May,Hilly,186.4742431640625
SUB HIMALAYAN WEST BENGAL & SIKKIM,2029,Oct-Dec,Hilly,118.04370880126953
TAMIL NADU,2029,Jan-Feb,Hilly/coastal,48.77577209472656
TAMIL NADU,2029,Jun-Sep,Hilly/coastal,687.10009765625
TAMIL NADU,2029,Mar-May,Hilly/coastal,143.53353881835938
TAMIL NADU,2029,Oct-Dec,Hilly/coastal,135.4873046875
TELANGANA,2029,Jan-Feb,Hilly/plain,41.07014846801758
TELANGANA,2029,Jun-Sep,Hilly/plain,643.45068359375
TELANGANA,2029,Mar-May,Hilly/plain,101.16468048095703
TELANGANA,2029,Oct-Dec,Hilly/plain,120.3225326538086
UTTARAKHAND,2029,Jan-Feb,Hilly,51.01069641113281
UTTARAKHAND,2029,Jun-Sep,Hilly,693.2049560546875
UTTARAKHAND,2029,Mar-May,Hilly,170.85113525390625
UTTARAKHAND,2029,Oct-Dec,Hilly,131.64437866210938
WEST MADHYA PRADESH,2029,Jan-Feb,Plain-land,11.922601699829102
WEST MADHYA PRADESH,2029,Jun-Sep,Plain-land,558.0362548828125
WEST MADHYA PRADESH,2029,Mar-May,Plain-land,38.295982360839844
WEST MADHYA PRADESH,2029,Oct-Dec,Plain-land,80.46373748779297
WEST RAJASTHAN,2029,Jan-Feb,Desert,15.68324089050293
WEST RAJASTHAN,2029,Jun-Sep,Desert,742.8416748046875
WEST RAJASTHAN,2029,Mar-May,Desert,138.87721252441406
WEST RAJASTHAN,2029,Oct-Dec,Desert,119.85993194580078
WEST UTTAR PRADESH,2029,Jan-Feb,Hilly,50.64634704589844
WEST UTTAR PRADESH,2029,Jun-Sep,Hilly,659.0625
WEST UTTAR PRADESH,2029,Mar-May,Hilly,161.130859375
WEST UTTAR PRADESH,2029,Oct-Dec,Hilly,147.15078735351562
ANDAMAN & NICOBAR ISLANDS,2030,Jan-Feb,Island,103.13443756103516
ANDAMAN & NICOBAR ISLANDS,2030,Jun-Sep,Island,1198.57861328125
ANDAMAN & NICOBAR ISLANDS,2030,Mar-May,Island,437.3238830566406
ANDAMAN & NICOBAR ISLANDS,2030,Oct-Dec,Island,341.4202575683594
ARUNACHAL PRADESH,2030,Jan-Feb,Hilly,114.38265228271484
ARUNACHAL PRADESH,2030,Jun-Sep,Hilly,1363.06201171875
ARUNACHAL PRADESH,2030,Mar-May,Hilly,433.46630859375
ARUNACHAL PRADESH,2030,Oct-Dec,Hilly,279.74639892578125
ASSAM & MEGHALAYA,2030,Jan-Feb,Hilly,80.5751724243164
ASSAM & MEGHALAYA,2030,Jun-Sep,Hilly,1316.14111328125
ASSAM & MEGHALAYA,2030,Mar-May,Hilly,395.5676574707031
ASSAM & MEGHALAYA,2030,Oct-Dec,Hilly,235.80177307128906
BIHAR,2030,Jan-Feb,Plain-land,15.60722827911377
BIHAR,2030,Jun-Sep,Plain-land,997.3431396484375
BIHAR,2030,Mar-May,Plain-land,248.15231323242188
BIHAR,2030,Oct-Dec,Plain-land,186.9493408203125
CHHATTISGARH,2030,Jan-Feb,Hilly,44.28408432006836
CHHATTISGARH,2030,Jun-Sep,Hilly,1222.5174560546875
CHHATTISGARH,2030,Mar-May,Hilly,319.6043395996094
CHHATTISGARH,2030,Oct-Dec,Hilly,151.3845977783203
COASTAL ANDHRA PRADESH,2030,Jan-Feb,Coastal,23.107423782348633
COASTAL ANDHRA PRADESH,2030,Jun-Sep,Coastal,1594.91748046875
COASTAL ANDHRA PRADESH,2030,Mar-May,Coastal,218.01718139648438
COASTAL ANDHRA PRADESH,2030,Oct-Dec,Coastal,266.0643005371094
COASTAL KARNATAKA,2030,Jan-Feb,Coastal,15.207489013671875
COASTAL KARNATAKA,2030,Jun-Sep,Coastal,1549.623779296875
COASTAL KARNATAKA,2030,Mar-May,Coastal,191.53408813476562
COASTAL KARNATAKA,2030,Oct-Dec,Coastal,245.68124389648438
EAST MADHYA PRADESH,2030,Jan-Feb,Everything,28.809276580810547
EAST MADHYA PRADESH,2030,Jun-Sep,Everything,1221.274169921875
EAST MADHYA PRADESH,2030,Mar-May,Everything,176.84776306152344
EAST MADHYA PRADESH,2030,Oct-Dec,Everything,81.7241439819336
EAST RAJASTHAN,2030,Jan-Feb,Desert,10.7047700881958
EAST RAJASTHAN,2030,Jun-Sep,Desert,1316.982421875
EAST RAJASTHAN,2030,Mar-May,Desert,142.51870727539062
EAST RAJASTHAN,2030,Oct-Dec,Desert,127.3681869506836
EAST UTTAR PRADESH,2030,Jan-Feb,Rugged,0.21373198926448822
EAST UTTAR PRADESH,2030,Jun-Sep,Rugged,722.6951904296875
EAST UTTAR PRADESH,2030,Mar-May,Rugged,50.399009704589844
EAST UTTAR PRADESH,2030,Oct-Dec,Rugged,30.136987686157227
GANGETIC WEST BENGAL,2030,Jan-Feb,Coastal-plateau,8.931288719177246
GANGETIC WEST BENGAL,2030,Jun-Sep,Coastal-plateau,1296.734375
GANGETIC WEST BENGAL,2030,Mar-May,Coastal-plateau,133.3966064453125
GANGETIC WEST BENGAL,2030,Oct-Dec,Coastal-plateau,159.65353393554688
GUJARAT REGION,2030,Jan-Feb,Desert/marsh,29.40341567993164
GUJARAT REGION,2030,Jun-Sep,Desert/marsh,1116.0745849609375
GUJARAT REGION,2030,Mar-May,Desert/marsh,140.7443084716797
GUJARAT REGION,2030,Oct-Dec,Desert/marsh,98.1680679321289
HARYANA DELHI & CHANDIGARH,2030,Jan-Feb,Plain-land,1.706827163696289
HARYANA DELHI & CHANDIGARH,2030,Jun-Sep,Plain-land,703.2944946289062
HARYANA DELHI & CHANDIGARH,2030,Mar-May,Plain-land,65.9230728149414
HARYANA DELHI & CHANDIGARH,2030,Oct-Dec,Plain-land,39.941978454589844
HIMACHAL PRADESH,2030,Jan-Feb,Hilly,64.8821792602539
HIMACHAL PRADESH,2030,Jun-Sep,Hilly,859.8568115234375
HIMACHAL PRADESH,2030,Mar-May,Hilly,211.85943603515625
HIMACHAL PRADESH,2030,Oct-Dec,Hilly,97.71558380126953
JAMMU & KASHMIR,2030,Jan-Feb,Hilly,64.47437286376953
JAMMU & KASHMIR,2030,Jun-Sep,Hilly,834.2686767578125
JAMMU & KASHMIR,2030,Mar-May,Hilly,210.70481872558594
JAMMU & KASHMIR,2030,Oct-Dec,Hilly,100.69384002685547
JHARKHAND,2030,Jan-Feb,Forest,54.74134063720703
JHARKHAND,2030,Jun-Sep,Forest,857.447021484375
JHARKHAND,2030,Mar-May,Forest,190.69017028808594
JHARKHAND,2030,Oct-Dec,Forest,104.81905364990234
KERALA,2030,Jan-Feb,Coastal,16.388124465942383
KERALA,2030,Jun-Sep,Coastal,1083.87548828125
KERALA,2030,Mar-May,Coastal,155.4877166748047
KERALA,2030,Oct-Dec,Coastal,191.848876953125
MADHYA MAHARASHTRA,2030,Jan-Feb,Plain-land,7.77394437789917
MADHYA MAHARASHTRA,2030,Jun-Sep,Plain-land,642.590087890625
MADHYA MAHARASHTRA,2030,Mar-May,Plain-land,54.46464538574219
MADHYA MAHARASHTRA,2030,Oct-Dec,Plain-land,39.40790939331055
NAGA MANI MIZO TRIPURA,2030,Jan-Feb,Hilly,59.81394577026367
NAGA MANI MIZO TRIPURA,2030,Jun-Sep,Hilly,781.7052612304688
NAGA MANI MIZO TRIPURA,2030,Mar-May,Hilly,207.49444580078125
NAGA MANI MIZO TRIPURA,2030,Oct-Dec,Hilly,103.51758575439453
NORTH INTERIOR KARNATAKA,2030,Jan-Feb,Coastal,15.399354934692383
NORTH INTERIOR KARNATAKA,2030,Jun-Sep,Coastal,961.5261840820312
NORTH INTERIOR KARNATAKA,2030,Mar-May,Coastal,160.89849853515625
NORTH INTERIOR KARNATAKA,2030,Oct-Dec,Coastal,175.26161193847656
ORISSA,2030,Jan-Feb,Coastal,15.670984268188477
ORISSA,2030,Jun-Sep,Coastal,929.0811767578125
ORISSA,2030,Mar-May,Coastal,158.33937072753906
ORISSA,2030,Oct-Dec,Coastal,169.97903442382812
PUNJAB,2030,Jan-Feb,Plain-land,9.269701957702637
PUNJAB,2030,Jun-Sep,Plain-land,605.4315185546875
PUNJAB,2030,Mar-May,Plain-land,40.393089294433594
PUNJAB,2030,Oct-Dec,Plain-land,52.59782791137695
SOUTH INTERIOR KARNATAKA,2030,Jan-Feb,Coastal,14.388975143432617
SOUTH INTERIOR KARNATAKA,2030,Jun-Sep,Coastal,880.98486328125
SOUTH INTERIOR KARNATAKA,2030,Mar-May,Coastal,150.01809692382812
SOUTH INTERIOR KARNATAKA,2030,Oct-Dec,Coastal,160.74465942382812
SUB HIMALAYAN WEST BENGAL & SIKKIM,2030,Jan-Feb,Hilly,53.55433654785156
SUB HIMALAYAN WEST BENGAL & SIKKIM,2030,Jun-Sep,Hilly,729.7469482421875
SUB HIMALAYAN WEST BENGAL & SIKKIM,2030,Mar-May,Hilly,187.2275390625
SUB HIMALAYAN WEST BENGAL & SIKKIM,2030,Oct-Dec,Hilly,118.50580596923828
TAMIL NADU,2030,Jan-Feb,Hilly/coastal,49.10714340209961
TAMIL NADU,2030,Jun-Sep,Hilly/coastal,685.5205078125
TAMIL NADU,2030,Mar-May,Hilly/coastal,144.64736938476562
TAMIL NADU,2030,Oct-Dec,Hilly/coastal,135.79556274414062
TELANGANA,2030,Jan-Feb,Hilly/plain,41.48390197753906
TELANGANA,2030,Jun-Sep,Hilly/plain,641.9480590820312
TELANGANA,2030,Mar-May,Hilly/plain,102.45658874511719
TELANGANA,2030,Oct-Dec,Hilly/plain,120.75879669189453
UTTARAKHAND,2030,Jan-Feb,Hilly,51.328460693359375
UTTARAKHAND,2030,Jun-Sep,Hilly,691.791748046875
UTTARAKHAND,2030,Mar-May,Hilly,171.87075805664062
UTTARAKHAND,2030,Oct-Dec,Hilly,131.99298095703125
WEST MADHYA PRADESH,2030,Jan-Feb,Plain-land,12.384350776672363
WEST MADHYA PRADESH,2030,Jun-Sep,Plain-land,556.9722900390625
WEST MADHYA PRADESH,2030,Mar-May,Plain-land,39.418312072753906
WEST MADHYA PRADESH,2030,Oct-Dec,Plain-land,80.722900390625
WEST RAJASTHAN,2030,Jan-Feb,Desert,15.826981544494629
WEST RAJASTHAN,2030,Jun-Sep,Desert,741.6961059570312
WEST RAJASTHAN,2030,Mar-May,Desert,139.65890502929688
WEST RAJASTHAN,2030,Oct-Dec,Desert,120.44413757324219
WEST UTTAR PRADESH,2030,Jan-Feb,Hilly,50.98150634765625
WEST UTTAR PRADESH,2030,Jun-Sep,Hilly,657.7660522460938
WEST UTTAR PRADESH,2030,Mar-May,Hilly,162.08023071289062
WEST UTTAR PRADESH,2030,Oct-Dec,Hilly,147.4393310546875
