SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY1,TERRAIN,CLIMATE,SEVERITY
ARUNACHAL PRADESH,2011,2193.7,Mar-May,634.9,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2011,2193.7,Jun-Sep,1384.2,0,Hilly,Sub-tropical,2
ARUNACHAL PRADESH,2011,2193.7,Oct-Dec,83.3,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2012,3440.3,Jan-Feb,93.6,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2012,3440.3,Mar-May,724.9,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2012,3440.3,Jun-Sep,2325.6,2,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2012,3440.3,Oct-Dec,296.3,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2013,2042.9,Jan-Feb,59,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2013,2042.9,Mar-May,626,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2013,2042.9,Jun-Sep,1165.9,0,Hilly,Sub-tropical,1
ARUNACHAL PRADESH,2013,2042.9,Oct-Dec,192,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2014,2403.2,Jan-Feb,120.9,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2014,2403.2,Mar-May,466,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2014,2403.2,Jun-Sep,1750.8,0,Hilly,Sub-tropical,4
ARUNACHAL PRADESH,2014,2403.2,Oct-Dec,65.4,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2015,2767.5,Jan-Feb,78.3,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2015,2767.5,Mar-May,623.5,0,Hilly,Sub-tropical,0
ARUNACHAL PRADESH,2015,2767.5,Jun-Sep,1936.9,0,Hilly,Sub-tropical,4
ARUNACHAL PRADESH,2015,2767.5,Oct-Dec,128.8,0,Hilly,Sub-tropical,0
ASSAM & MEGHALAYA,1980,2289.2,Jan-Feb,49.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1980,2289.2,Mar-May,559.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1980,2289.2,Jun-Sep,1537.1,0,Hilly,Mild/cold,4
ASSAM & MEGHALAYA,1980,2289.2,Oct-Dec,143.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1981,2079.3,Jan-Feb,60.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1981,2079.3,Mar-May,494.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1981,2079.3,Jun-Sep,1431.8,0,Hilly,Mild/cold,3
ASSAM & MEGHALAYA,1981,2079.3,Oct-Dec,92.7,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1982,2382.2,Jan-Feb,32.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1982,2382.2,Mar-May,520.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1982,2382.2,Jun-Sep,1720.6,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1982,2382.2,Oct-Dec,108.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1983,2620,Jan-Feb,54.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1983,2620,Mar-May,534.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1983,2620,Jun-Sep,1844.2,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1983,2620,Oct-Dec,187.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1984,3157,Jan-Feb,29.7,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1984,3157,Mar-May,647.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1984,3157,Jun-Sep,2292.5,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,1984,3157,Oct-Dec,187.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1985,2801.6,Jan-Feb,41,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1985,2801.6,Mar-May,755.7,0,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1985,2801.6,Jun-Sep,1895.1,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1985,2801.6,Oct-Dec,109.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1986,2592.8,Jan-Feb,28.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1986,2592.8,Mar-May,470.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1986,2592.8,Jun-Sep,1726.6,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1986,2592.8,Oct-Dec,367.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1987,2921.4,Jan-Feb,36.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1987,2921.4,Mar-May,506.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1987,2921.4,Jun-Sep,2170.6,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,1987,2921.4,Oct-Dec,207.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1988,3261.7,Jan-Feb,53.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1988,3261.7,Mar-May,808.9,0,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1988,3261.7,Jun-Sep,2151,4,Hilly,Mild/cold,4
ASSAM & MEGHALAYA,1988,3261.7,Oct-Dec,248.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1989,2682.1,Jan-Feb,62,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1989,2682.1,Mar-May,473.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1989,2682.1,Jun-Sep,1929.5,0,Hilly,Mild/cold,5
ASSAM & MEGHALAYA,1989,2682.1,Oct-Dec,216.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1990,2771.2,Jan-Feb,66.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1990,2771.2,Mar-May,734.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1990,2771.2,Jun-Sep,1750.2,0,Hilly,Mild/cold,5
ASSAM & MEGHALAYA,1990,2771.2,Oct-Dec,220.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1991,2838,Jan-Feb,43.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1991,2838,Mar-May,733.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1991,2838,Jun-Sep,1783.8,3,Hilly,Mild/cold,3
ASSAM & MEGHALAYA,1991,2838,Oct-Dec,276.7,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1992,2259.8,Jan-Feb,61.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1992,2259.8,Mar-May,468.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1992,2259.8,Jun-Sep,1578.5,0,Hilly,Mild/cold,4
ASSAM & MEGHALAYA,1992,2259.8,Oct-Dec,151.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1993,2879.2,Jan-Feb,170.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1993,2879.2,Mar-May,598.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1993,2879.2,Jun-Sep,1969.9,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,1993,2879.2,Oct-Dec,140.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1994,2121.3,Jan-Feb,69.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1994,2121.3,Mar-May,600.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1994,2121.3,Jun-Sep,1273.4,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1994,2121.3,Oct-Dec,178.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1995,2886.1,Jan-Feb,48.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1995,2886.1,Mar-May,486.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1995,2886.1,Jun-Sep,2169,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,1995,2886.1,Oct-Dec,181.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1996,2466.9,Jan-Feb,36,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1996,2466.9,Mar-May,616.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1996,2466.9,Jun-Sep,1543.5,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,1996,2466.9,Oct-Dec,271,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1997,2372.2,Jan-Feb,58.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1997,2372.2,Mar-May,465.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1997,2372.2,Jun-Sep,1763.4,0,Hilly,Mild/cold,5
ASSAM & MEGHALAYA,1997,2372.2,Oct-Dec,84.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1998,2803.1,Jan-Feb,43.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1998,2803.1,Mar-May,573.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1998,2803.1,Jun-Sep,1947.4,3,Hilly,Mild/cold,3
ASSAM & MEGHALAYA,1998,2803.1,Oct-Dec,239.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1999,2594.2,Jan-Feb,2.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1999,2594.2,Mar-May,656.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,1999,2594.2,Jun-Sep,1710.2,0,Hilly,Mild/cold,4
ASSAM & MEGHALAYA,1999,2594.2,Oct-Dec,225,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2000,2487,Jan-Feb,34.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2000,2487,Mar-May,679.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2000,2487,Jun-Sep,1666.6,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2000,2487,Oct-Dec,106.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2001,2178.4,Jan-Feb,45.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2001,2178.4,Mar-May,495.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2001,2178.4,Jun-Sep,1413.2,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2001,2178.4,Oct-Dec,224.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2002,2392.7,Jan-Feb,25.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2002,2392.7,Mar-May,650.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2002,2392.7,Jun-Sep,1589.8,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2002,2392.7,Oct-Dec,126.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2003,2434.1,Jan-Feb,51,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2003,2434.1,Mar-May,546.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2003,2434.1,Jun-Sep,1573.3,0,Hilly,Mild/cold,4
ASSAM & MEGHALAYA,2003,2434.1,Oct-Dec,263.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2004,2994.3,Jan-Feb,34.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2004,2994.3,Mar-May,755.9,0,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,2004,2994.3,Jun-Sep,1849.7,4,Hilly,Mild/cold,4
ASSAM & MEGHALAYA,2004,2994.3,Oct-Dec,353.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2005,2468.3,Jan-Feb,53.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2005,2468.3,Mar-May,660.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2005,2468.3,Jun-Sep,1525.2,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2005,2468.3,Oct-Dec,228.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2006,1898.6,Jan-Feb,41.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2006,1898.6,Mar-May,515.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2006,1898.6,Jun-Sep,1208.1,0,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2006,1898.6,Oct-Dec,133.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2007,2752.8,Jan-Feb,75.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2007,2752.8,Mar-May,486.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2007,2752.8,Jun-Sep,1975.1,3,Hilly,Mild/cold,3
ASSAM & MEGHALAYA,2007,2752.8,Oct-Dec,216.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2008,2339.7,Jan-Feb,44.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2008,2339.7,Mar-May,474.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2008,2339.7,Jun-Sep,1683.9,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2008,2339.7,Oct-Dec,137.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2009,2068.2,Jan-Feb,19.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2009,2068.2,Mar-May,426.2,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2009,2068.2,Jun-Sep,1473.5,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,2009,2068.2,Oct-Dec,149,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2010,2711.5,Jan-Feb,3.7,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2010,2711.5,Mar-May,882.3,0,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,2010,2711.5,Jun-Sep,1690.2,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2010,2711.5,Oct-Dec,135.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2011,1743.4,Jan-Feb,22.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2011,1743.4,Mar-May,439.4,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2011,1743.4,Jun-Sep,1236,0,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2011,1743.4,Oct-Dec,45.6,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2012,2609.4,Jan-Feb,22.1,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2012,2609.4,Mar-May,493.7,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2012,2609.4,Jun-Sep,1874.8,3,Hilly,Mild/cold,3
ASSAM & MEGHALAYA,2012,2609.4,Oct-Dec,218.8,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2013,1816.4,Jan-Feb,10.7,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2013,1816.4,Mar-May,503.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2013,1816.4,Jun-Sep,1172.9,0,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2013,1816.4,Oct-Dec,129.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2014,2206.1,Jan-Feb,30.3,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2014,2206.1,Mar-May,431.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2014,2206.1,Jun-Sep,1705.5,1,Hilly,Mild/cold,1
ASSAM & MEGHALAYA,2014,2206.1,Oct-Dec,38.5,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2015,2470.9,Jan-Feb,28.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2015,2470.9,Mar-May,620.9,0,Hilly,Mild/cold,0
ASSAM & MEGHALAYA,2015,2470.9,Jun-Sep,1729.3,2,Hilly,Mild/cold,2
ASSAM & MEGHALAYA,2015,2470.9,Oct-Dec,91.8,0,Hilly,Mild/cold,0
BIHAR,1980,1252.2,Jan-Feb,7.1,0,Plain-land,Sub-tropical,0
BIHAR,1980,1252.2,Mar-May,98.4,0,Plain-land,Sub-tropical,0
BIHAR,1980,1252.2,Jun-Sep,1115.9,0,Plain-land,Sub-tropical,2
BIHAR,1980,1252.2,Oct-Dec,30.8,0,Plain-land,Sub-tropical,0
BIHAR,1981,1364.7,Jan-Feb,37,0,Plain-land,Sub-tropical,0
BIHAR,1981,1364.7,Mar-May,148.4,0,Plain-land,Sub-tropical,0
BIHAR,1981,1364.7,Jun-Sep,1168.1,0,Plain-land,Sub-tropical,2
BIHAR,1981,1364.7,Oct-Dec,11,0,Plain-land,Sub-tropical,0
BIHAR,1982,933.5,Jan-Feb,10.5,0,Plain-land,Sub-tropical,0
BIHAR,1982,933.5,Mar-May,73.9,0,Plain-land,Sub-tropical,0
BIHAR,1982,933.5,Jun-Sep,784.6,0,Plain-land,Sub-tropical,1
BIHAR,1982,933.5,Oct-Dec,64.6,0,Plain-land,Sub-tropical,0
BIHAR,1983,1104.2,Jan-Feb,14.8,0,Plain-land,Sub-tropical,0
BIHAR,1983,1104.2,Mar-May,134.1,0,Plain-land,Sub-tropical,0
BIHAR,1983,1104.2,Jun-Sep,871.3,0,Plain-land,Sub-tropical,1
BIHAR,1983,1104.2,Oct-Dec,84,0,Plain-land,Sub-tropical,0
BIHAR,1984,1426.2,Jan-Feb,62.5,0,Plain-land,Sub-tropical,0
BIHAR,1984,1426.2,Mar-May,78.1,0,Plain-land,Sub-tropical,0
BIHAR,1984,1426.2,Jun-Sep,1265.8,0,Plain-land,Sub-tropical,3
BIHAR,1984,1426.2,Oct-Dec,19.9,0,Plain-land,Sub-tropical,0
BIHAR,1985,1455,Jan-Feb,9.3,0,Plain-land,Sub-tropical,0
BIHAR,1985,1455,Mar-May,77.7,0,Plain-land,Sub-tropical,0
BIHAR,1985,1455,Jun-Sep,1171.7,0,Plain-land,Sub-tropical,2
BIHAR,1985,1455,Oct-Dec,196.3,0,Plain-land,Sub-tropical,0
BIHAR,1986,1322.1,Jan-Feb,15,0,Plain-land,Sub-tropical,0
BIHAR,1986,1322.1,Mar-May,110.8,0,Plain-land,Sub-tropical,0
BIHAR,1986,1322.1,Jun-Sep,1048.6,0,Plain-land,Sub-tropical,2
BIHAR,1986,1322.1,Oct-Dec,147.6,0,Plain-land,Sub-tropical,0
BIHAR,1987,1660.4,Jan-Feb,4.3,0,Plain-land,Sub-tropical,0
BIHAR,1987,1660.4,Mar-May,83.1,0,Plain-land,Sub-tropical,0
BIHAR,1987,1660.4,Jun-Sep,1515.1,4,Plain-land,Sub-tropical,4
BIHAR,1987,1660.4,Oct-Dec,57.9,0,Plain-land,Sub-tropical,0
BIHAR,1988,1337.4,Jan-Feb,16.4,0,Plain-land,Sub-tropical,0
BIHAR,1988,1337.4,Mar-May,120.3,0,Plain-land,Sub-tropical,0
BIHAR,1988,1337.4,Jun-Sep,1151.6,0,Plain-land,Sub-tropical,2
BIHAR,1988,1337.4,Oct-Dec,49,0,Plain-land,Sub-tropical,0
BIHAR,1989,1269.9,Jan-Feb,17.5,0,Plain-land,Sub-tropical,0
BIHAR,1989,1269.9,Mar-May,107.4,0,Plain-land,Sub-tropical,0
BIHAR,1989,1269.9,Jun-Sep,1101.7,0,Plain-land,Sub-tropical,2
BIHAR,1989,1269.9,Oct-Dec,43.2,0,Plain-land,Sub-tropical,0
BIHAR,1990,1239.4,Jan-Feb,30.6,0,Plain-land,Sub-tropical,0
BIHAR,1990,1239.4,Mar-May,111.1,0,Plain-land,Sub-tropical,0
BIHAR,1990,1239.4,Jun-Sep,1047.8,0,Plain-land,Sub-tropical,2
BIHAR,1990,1239.4,Oct-Dec,49.9,0,Plain-land,Sub-tropical,0
BIHAR,1991,1045.7,Jan-Feb,20.7,0,Plain-land,Sub-tropical,0
BIHAR,1991,1045.7,Mar-May,48,0,Plain-land,Sub-tropical,0
BIHAR,1991,1045.7,Jun-Sep,950.5,0,Plain-land,Sub-tropical,1
BIHAR,1991,1045.7,Oct-Dec,26.5,0,Plain-land,Sub-tropical,0
BIHAR,1992,797.6,Jan-Feb,5.8,0,Plain-land,Sub-tropical,0
BIHAR,1992,797.6,Mar-May,63.8,0,Plain-land,Sub-tropical,0
BIHAR,1992,797.6,Jun-Sep,673.8,0,Plain-land,Sub-tropical,0
BIHAR,1992,797.6,Oct-Dec,54.2,0,Plain-land,Sub-tropical,0
BIHAR,1993,1208.3,Jan-Feb,13.4,0,Plain-land,Sub-tropical,0
BIHAR,1993,1208.3,Mar-May,100.1,0,Plain-land,Sub-tropical,0
BIHAR,1993,1208.3,Jun-Sep,1041.2,0,Plain-land,Sub-tropical,2
BIHAR,1993,1208.3,Oct-Dec,53.6,0,Plain-land,Sub-tropical,0
BIHAR,1994,969.4,Jan-Feb,57.5,0,Plain-land,Sub-tropical,0
BIHAR,1994,969.4,Mar-May,40.7,0,Plain-land,Sub-tropical,0
BIHAR,1994,969.4,Jun-Sep,832.8,0,Plain-land,Sub-tropical,1
BIHAR,1994,969.4,Oct-Dec,38.5,0,Plain-land,Sub-tropical,0
BIHAR,1995,1111.9,Jan-Feb,18.4,0,Plain-land,Sub-tropical,0
BIHAR,1995,1111.9,Mar-May,8.8,0,Plain-land,Sub-tropical,0
BIHAR,1995,1111.9,Jun-Sep,1005.1,0,Plain-land,Sub-tropical,2
BIHAR,1995,1111.9,Oct-Dec,79.6,0,Plain-land,Sub-tropical,0
BIHAR,1996,1107.2,Jan-Feb,47.7,0,Plain-land,Sub-tropical,0
BIHAR,1996,1107.2,Mar-May,21.4,0,Plain-land,Sub-tropical,0
BIHAR,1996,1107.2,Jun-Sep,972,0,Plain-land,Sub-tropical,1
BIHAR,1996,1107.2,Oct-Dec,66.2,0,Plain-land,Sub-tropical,0
BIHAR,1997,1303.7,Jan-Feb,11.6,0,Plain-land,Sub-tropical,0
BIHAR,1997,1303.7,Mar-May,74.4,0,Plain-land,Sub-tropical,0
BIHAR,1997,1303.7,Jun-Sep,1148.3,0,Plain-land,Sub-tropical,2
BIHAR,1997,1303.7,Oct-Dec,69.5,0,Plain-land,Sub-tropical,0
BIHAR,1998,1332.5,Jan-Feb,19.6,0,Plain-land,Sub-tropical,0
BIHAR,1998,1332.5,Mar-May,88.4,0,Plain-land,Sub-tropical,0
BIHAR,1998,1332.5,Jun-Sep,1127,1,Plain-land,Sub-tropical,1
BIHAR,1998,1332.5,Oct-Dec,97.5,0,Plain-land,Sub-tropical,0
BIHAR,1999,1402.7,Jan-Feb,0.3,0,Plain-land,Sub-tropical,0
BIHAR,1999,1402.7,Mar-May,87.8,0,Plain-land,Sub-tropical,0
BIHAR,1999,1402.7,Jun-Sep,1192.9,2,Plain-land,Sub-tropical,2
BIHAR,1999,1402.7,Oct-Dec,121.7,0,Plain-land,Sub-tropical,0
BIHAR,2000,1207,Jan-Feb,12.7,0,Plain-land,Sub-tropical,0
BIHAR,2000,1207,Mar-May,137,0,Plain-land,Sub-tropical,0
BIHAR,2000,1207,Jun-Sep,1047.7,0,Plain-land,Sub-tropical,2
BIHAR,2000,1207,Oct-Dec,9.7,0,Plain-land,Sub-tropical,0
BIHAR,2001,1247,Jan-Feb,1.5,0,Plain-land,Sub-tropical,0
BIHAR,2001,1247,Mar-May,114,0,Plain-land,Sub-tropical,0
BIHAR,2001,1247,Jun-Sep,949.8,0,Plain-land,Sub-tropical,1
BIHAR,2001,1247,Oct-Dec,181.8,0,Plain-land,Sub-tropical,0
BIHAR,2002,1105.8,Jan-Feb,24.6,0,Plain-land,Sub-tropical,0
BIHAR,2002,1105.8,Mar-May,102.1,0,Plain-land,Sub-tropical,0
BIHAR,2002,1105.8,Jun-Sep,943.2,0,Plain-land,Sub-tropical,1
BIHAR,2002,1105.8,Oct-Dec,35.8,0,Plain-land,Sub-tropical,0
BIHAR,2003,1353.9,Jan-Feb,52.9,0,Plain-land,Sub-tropical,0
BIHAR,2003,1353.9,Mar-May,73.5,0,Plain-land,Sub-tropical,0
BIHAR,2003,1353.9,Jun-Sep,1082.3,1,Plain-land,Sub-tropical,1
BIHAR,2003,1353.9,Oct-Dec,145.2,0,Plain-land,Sub-tropical,0
BIHAR,2004,1147.8,Jan-Feb,24.8,0,Plain-land,Sub-tropical,0
BIHAR,2004,1147.8,Mar-May,107,0,Plain-land,Sub-tropical,0
BIHAR,2004,1147.8,Jun-Sep,956.4,0,Plain-land,Sub-tropical,1
BIHAR,2004,1147.8,Oct-Dec,59.5,0,Plain-land,Sub-tropical,0
BIHAR,2005,907.8,Jan-Feb,28.2,0,Plain-land,Sub-tropical,0
BIHAR,2005,907.8,Mar-May,48.5,0,Plain-land,Sub-tropical,0
BIHAR,2005,907.8,Jun-Sep,796.7,0,Plain-land,Sub-tropical,1
BIHAR,2005,907.8,Oct-Dec,34.5,0,Plain-land,Sub-tropical,0
BIHAR,2006,1052.8,Jan-Feb,0.1,0,Plain-land,Sub-tropical,0
BIHAR,2006,1052.8,Mar-May,94.3,0,Plain-land,Sub-tropical,0
BIHAR,2006,1052.8,Jun-Sep,936.3,0,Plain-land,Sub-tropical,1
BIHAR,2006,1052.8,Oct-Dec,22.1,0,Plain-land,Sub-tropical,0
BIHAR,2007,1600.2,Jan-Feb,34.3,0,Plain-land,Sub-tropical,0
BIHAR,2007,1600.2,Mar-May,140.2,0,Plain-land,Sub-tropical,0
BIHAR,2007,1600.2,Jun-Sep,1369.4,3,Plain-land,Sub-tropical,3
BIHAR,2007,1600.2,Oct-Dec,56.2,0,Plain-land,Sub-tropical,0
BIHAR,2008,1197.7,Jan-Feb,30,0,Plain-land,Sub-tropical,0
BIHAR,2008,1197.7,Mar-May,62.6,0,Plain-land,Sub-tropical,0
BIHAR,2008,1197.7,Jun-Sep,1083.5,2,Plain-land,Sub-tropical,2
BIHAR,2008,1197.7,Oct-Dec,21.6,0,Plain-land,Sub-tropical,0
BIHAR,2009,889.3,Jan-Feb,0.7,0,Plain-land,Sub-tropical,0
BIHAR,2009,889.3,Mar-May,102.5,0,Plain-land,Sub-tropical,0
BIHAR,2009,889.3,Jun-Sep,707.7,0,Plain-land,Sub-tropical,0
BIHAR,2009,889.3,Oct-Dec,78.4,0,Plain-land,Sub-tropical,0
BIHAR,2010,629.2,Jan-Feb,1.3,0,Plain-land,Sub-tropical,0
BIHAR,2010,629.2,Mar-May,51.1,0,Plain-land,Sub-tropical,0
BIHAR,2010,629.2,Jun-Sep,536.2,0,Plain-land,Sub-tropical,0
BIHAR,2010,629.2,Oct-Dec,40.7,0,Plain-land,Sub-tropical,0
BIHAR,2011,1097.1,Jan-Feb,11.8,0,Plain-land,Sub-tropical,0
BIHAR,2011,1097.1,Mar-May,107.6,0,Plain-land,Sub-tropical,0
BIHAR,2011,1097.1,Jun-Sep,964.8,0,Plain-land,Sub-tropical,1
BIHAR,2011,1097.1,Oct-Dec,12.9,0,Plain-land,Sub-tropical,0
BIHAR,2012,1032.4,Jan-Feb,20.9,0,Plain-land,Sub-tropical,0
BIHAR,2012,1032.4,Mar-May,46.5,0,Plain-land,Sub-tropical,0
BIHAR,2012,1032.4,Jun-Sep,924.4,0,Plain-land,Sub-tropical,1
BIHAR,2012,1032.4,Oct-Dec,40.6,0,Plain-land,Sub-tropical,0
